"id","nome","municipio","uf","responsabilidade","logradouro","termo_convenio","problema_detectado"
"27353","Loteamento Sarney","Laranjal do Jari","AP","Municipal","rua camélia branca","5937/2015","paralisada"
"1010637","PAC 2 - CRECHE/PRÉ-ESCOLA  003","Laranjal do Jari","AP","Municipal","rua braz cubas","7707/2013","atrasada"
"1010638","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Laranjal do Jari","AP","Municipal","rua aracaju","7707/2013","paralisada"
"1010639","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Laranjal do Jari","AP","Municipal","avenida 02","7707/2013","paralisada"
"1017227","Comunidade de Agua Branca - Laranjal do Jari - AP","Laranjal do Jari","AP","Municipal","agua branca","29969/2014","paralisada"
"1017229","Dona Maria - Laranjal do Jari - AP","Laranjal do Jari","AP","Municipal","comunidade dona maria do cajari","29969/2014","paralisada"
"11710","701894 - Esc. Educ. Infantil   Tipo B  - Proinfância - Const","Laranjeiras","SE","Municipal","rua martílio lucena","701894/2010","atrasada"
"1017539","Proinfancia Lassance","Lassance","MG","Municipal","rua nossa senhora do carmo","11703/2014","atrasada"
"19258","Creche e Pré-escola_Caji Picuaia","Lauro de Freitas","BA","Municipal","rua josé leite","3986/2013","atrasada"
"19330","Creche e Pré-escola_Itinga","Lauro de Freitas","BA","Municipal","avenida fortaleza, qd d","3986/2013","paralisada"
"25056","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  003","Lauro de Freitas","BA","Municipal","avenida josé leite","3987/2013","atrasada"
"25057","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001","Lauro de Freitas","BA","Municipal","avenida são cristovão - rua do aprender","3987/2013","atrasada"
"1006025","AREIA BRANCA - Lauro de Freitas - BA","Lauro de Freitas","BA","Municipal","rua dejanira maria bastos","7183/2013","atrasada"
"1017117","Creche Lavras do Sul","Lavras do Sul","RS","Municipal","rua barão do rio branco","10837/2014","atrasada"
"25578","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Leopoldina","MG","Municipal","avenida 2 - atual agnelo correa do bem","7797/2014","atrasada"
"24448","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Limeira","SP","Municipal","rua treze a","4078/2013","atrasada"
"24449","PAC 2 - CRECHE/PRÉ-ESCOLA  004","Limeira","SP","Municipal","avenida dr joão de oliveira silveira","4078/2013","paralisada"
"1002379","PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Limoeiro de Anadia - AL","Limoeiro de Anadia","AL","Municipal","rua maria do carmo silva","5774/2013","atrasada"
"1009798","MARIA DA CONCEIÇÃO LOPES DE BARROS - Limoeiro do Ajuru - PA","Limoeiro do Ajuru","PA","Municipal","rua projetada","22314/2014","atrasada"
"1081436","ESCOLA NOVA - LIMOEIRO DO AJURÚ","Limoeiro do Ajuru","PA","Estadual","rua benedito lira","64482/2015","paralisada"
"13142","702425/2010 - Esp Educ Prof - Limoeiro do Norte/CE","Limoeiro do Norte","CE","Estadual",NA,"702425/2010","sem endereço"
"11130","658470 - Ações de Construção de escolas da Rede Estadual de Ensino - Brasil Profissionalizado - Construção - Londrina/PR","Londrina","PR","Estadual","avenida arthur thomas","658470/2009","paralisada"
"11140","658385 - CEEP Maria do Rosário Castaldi - Ampl - Londrina/PR","Londrina","PR","Estadual","avenida arthur thomas","658385/2009","paralisada"
"25368","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Londrina","PR","Municipal","rua sônia maria marenga garcia - tarumã","9679/2014","atrasada"
"25369","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  004","Londrina","PR","Municipal","rua alice sumiko okajimua","9679/2014","atrasada"
"25370","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  002","Londrina","PR","Municipal","rua mário bottura - beleville","9679/2014","atrasada"
"25371","PAC 2 - CRECHE/PRÉ-ESCOLA  003","Londrina","PR","Municipal","rua santos","9679/2014","atrasada"
"25373","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Londrina","PR","Municipal","rua spartaco ferraresi","9679/2014","atrasada"
"25376","PAC 2 - CRECHE/PRÉ-ESCOLA  004","Londrina","PR","Municipal","rua projetada","9679/2014","atrasada"
"33003","Jardim dos Pássaros","Londrina","PR","Municipal","rua raimundo nonato de andrade","4099/2013","atrasada"
"33004","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  005 - Londrina - PR","Londrina","PR","Municipal","rua projetada","4099/2013","atrasada"
"1021881","(UE)  Biblioteca Central da UELO","Londrina","PR","Estadual",NA,"780426/2012","sem endereço"
"1005870","Comunidade de Palmital - Lontra - MG","Lontra","MG","Municipal","comunidade de palmital","17483/2014","atrasada"
"1005871","Distrito de Umbuzeiro - Lontra - MG","Lontra","MG","Municipal","distrito de umbuzeiro","17483/2014","atrasada"
"1014172","PREFEITURA MUNICIPAL DE LONTRAS - Lontras - SC","Lontras","SC","Municipal","leoberto leal","31475/2014","atrasada"
"1017449","POV. CURRAL VELHO - Luís Correia - PI","Luís Correia","PI","Municipal","rua projetada","32336/2014","paralisada"
"1017981","Povoado Santa Rita - Luís Correia - PI","Luís Correia","PI","Municipal","rua projetada","31310/2014","paralisada"
"20235","Creche","Luís Domingues","MA","Municipal","rua caetano da luz","1462/2011","paralisada"
"1016921","Creche do Bairro Sol Nascente","Luís Gomes","RN","Municipal","rua albaniza rocha","10664/2014","atrasada"
"17586","700106/11 - Escola de Educação Infantil - Luiziana/PR","Luiziana","PR","Municipal",NA,"700106/2011","atrasada; sem endereço"
"1010594","Escola Sol Nascente - Luiziana - PR","Luiziana","PR","Municipal","rua olímpio batista de araujo","32611/2014","paralisada"
"33009","PAC 2 - CRECHE/PRÉ-ESCOLA  008 MINGONE","Luziânia","GO","Municipal","rua sem denominação","10916/2014","atrasada"
"33011","PAC 2 - CRECHE/PRÉ-ESCOLA  010 - Luziânia - GO","Luziânia","GO","Municipal","rua 12 área pública","10916/2014","atrasada"
"1010760","6 - Sede - Bairro São Domingos - Luzilândia - PI","Luzilândia","PI","Municipal","rua inter bairros","22628/2014","paralisada"
"20043","Pré - Escola da Ajuda","Macaé","RJ","Municipal","estrada imburo","949/2011","atrasada"
"25700","Pré Escola Barreto","Macaé","RJ","Municipal","rua 12, s / nº","3032/2012","paralisada"
"1011087","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001","Macaíba","RN","Municipal","rua leão do norte","8709/2014","atrasada"
"1011088","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  002","Macaíba","RN","Municipal","rua principal","8709/2014","atrasada"
"1071997","656667 - Esc. Educ. Infantil - Tipo B - MACAIBA /RN","Macaíba","RN","Municipal","rua projetada, s/n","656667/2009","atrasada"
"8094","816135 - Centro de 23 salas de aula - Constr - Macapá/AP","Macapá","AP","Estadual",NA,"816135/2008","sem endereço"
"1005680","PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Macapá - AP","Macapá","AP","Municipal","avenida euripedes afonso rodrigues","7248/2013","atrasada"
"1009054","Creche das Pedrinhas - Macapá - AP","Macapá","AP","Municipal","rua da redenção","11601/2014","atrasada"
"1012396","PAC 2 - CRECHE/PRÉ-ESCOLA  003 - Macapá - AP","Macapá","AP","Municipal","avenida carlos lins cortês","8649/2014","atrasada"
"1012397","Comunidade de Santa Luzia do Pacuí - Macapá - AP","Macapá","AP","Municipal","distrito de santa luzia do pacuí","8649/2014","atrasada"
"1012398","PAC 2 - CRECHE/PRÉ-ESCOLA  005 - Macapá - AP","Macapá","AP","Municipal","rua das pupunhas","8649/2014","atrasada"
"1014543","Creche do Mucajá - Macapá - AP","Macapá","AP","Municipal","canal do mucajá","11498/2014","atrasada"
"1017106","CENTRO DE ENSINO INFANTIL TIA ZÉLIA DE MIRANDA","Macau","RN","Municipal","rua das dálias","10824/2014","atrasada"
"28277","700368/11 - Espaço Educativo Urbano - Bairro do Mamão - Macaúbas/BA","Macaúbas","BA","Municipal","rua senhor do bonfim","700368/2011","atrasada"
"25003","PAC 2 - CRECHE/PRÉ-ESCOLA  Loteamento Santa Ana","Maceió","AL","Municipal","loteamento santa ana","11044/2014","atrasada"
"25004","PAC 2 - CRECHE/PRÉ-ESCOLA SANTA MARIA ","Maceió","AL","Municipal","rua doutor juracy pereira","11044/2014","atrasada"
"25006","PAC 2 - CRECHE/PRÉ-ESCOLA  Loteamento Bariloche","Maceió","AL","Municipal","rua projetada 367 loteamento bariloche","11044/2014","atrasada"
"25009","PAC 2 - CRECHE/PRÉ-ESCOLA  CONJUNTO JOSÉ APRÍGIO VILELA","Maceió","AL","Municipal","conjunto residencial josé aprígio vilela","11044/2014","paralisada"
"25012","PAC 2 - CRECHE/PRÉ-ESCOLA  RECANTO DAS CORES","Maceió","AL","Municipal","avenida meirim","11044/2014","atrasada"
"25017","PAC 2 - CRECHE/PRÉ-ESCOLA  NOVO MUNDO","Maceió","AL","Municipal","rua são joão","11044/2014","atrasada"
"25721","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Machadinho D Oeste","RO","Municipal",NA,"3083/2012","atrasada; sem endereço"
"1002412","Centro de Educação Infantil Municipal","Machado","MG","Municipal","travessa da avenida ricardo anoni filho s/n","6128/2013","atrasada"
"1006336","MACHADINHO - Machados - PE","Machados","PE","Municipal","rua projetada 1","17570/2014","atrasada"
"9593","656572 - Espaço Educativo Urbano II-06 Salas -  - Construção - MADALENA/CE","Madalena","CE","Municipal","rua antônio costa vieira","656572/2009","paralisada"
"28299","700290/11 - Espaço Educativo Rural - Distrito Cajazeiras - Madalena/CE  ","Madalena","CE","Municipal",NA,"700290/2011","paralisada; sem endereço"
"28300","700290/11 - Espaço Educativo Rural - Distrito União - Madalena/CE  ","Madalena","CE","Municipal",NA,"700290/2011","paralisada; sem endereço"
"1017725","SUSSUAPARA - Madeiro - PI","Madeiro","PI","Municipal","localidade sussuapara","32340/2014","atrasada"
"1018676","Alto da Boa Vista - Maetinga - BA","Maetinga","BA","Municipal","avenida novo loteamento","33977/2014","atrasada"
"11219","657623 - Esp Educ Profissionalizante - Mafra/SC","Mafra","SC","Estadual",NA,"657623/2009","sem endereço"
"8501","658377 - Esc. Educ. Infantil - Tipo C - MAGALHAES BARATA/PA","Magalhães Barata","PA","Municipal","avenida central","658377/2009","paralisada"
"29534","E. M. POVOADO MELANCIA","Magalhães de Almeida","MA","Municipal","rua projetada","7497/2014","paralisada"
"11741","701786 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - MAIRINQUE/SP","Mairinque","SP","Municipal",NA,"701786/2010","paralisada; sem endereço"
"1002920","Comunidade Remanecente Tomé Nunes - Malhada - BA","Malhada","BA","Municipal","zona rural","16901/2014","atrasada"
"1013672","Assentamento Fazenda Reunida - Malhada - BA","Malhada","BA","Municipal","rua principal","30293/2014","paralisada"
"1017578","CENTRO","Malta","PB","Municipal","rua projetada","11061/2014","atrasada"
"24966","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Mamanguape","PB","Municipal","rua projetada, s/n","2890/2012","paralisada"
"17508","700215/11 - Espaço Educativo Urbano - Mambaí/GO","Mambaí","GO","Municipal","avenida 14 de novembro, quadra 19, morada nova","700215/2011","paralisada"
"20211","Creche tipo B","Manacapuru","AM","Municipal","av. pedro moura","1814/2011","paralisada"
"25397","PAC 2 - CRECHE/PRÉ-ESCOLA  003","Manacapuru","AM","Municipal","rua joana d`angelo","3575/2012","paralisada"
"25398","PAC 2 - CRECHE/PRÉ-ESCOLA  004","Manacapuru","AM","Municipal","rua da correnteza","3575/2012","paralisada"
"25400","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  002","Manacapuru","AM","Municipal","rua união","3575/2012","paralisada"
"25401","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001","Manacapuru","AM","Municipal","rua boulevard pedro rates","3575/2012","paralisada"
"25402","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Manacapuru","AM","Municipal","rua duque de caxias","3575/2012","paralisada"
"1009927","CALADO - Manacapuru - AM","Manacapuru","AM","Municipal","lago do calado","19601/2014","paralisada"
"1006820","Cercadinho - Manari - PE","Manari","PE","Municipal","cercadinho","7296/2013","atrasada"
"19281","Creche do Bairro Jorge Teixeira IV","Manaus","AM","Municipal","rua são pedro","2491/2012","atrasada"
"25403","CRECHE DA ÁREA 54/04/160 - BAIRRO SÃO JOSÉ OPERÁRIO","Manaus","AM","Municipal","rua: barreirinha","7228/2013","atrasada"
"25406","Creche da Área 52 - Comunidade Nossa Senhora de Fátima","Manaus","AM","Municipal",NA,"7228/2013","sem endereço"
"25407","CRECHE DA ÁREA 08/149 - BAIRRO PETRÓPOLIS","Manaus","AM","Municipal","beco benjamin constant","8457/2014","atrasada"
"25409","Creche da Área 148 - Bairro Cidade Nova","Manaus","AM","Municipal","rua itiquira","7228/2013","atrasada"
"25413","Creche da Área 12 - Bairro Nova Cidade","Manaus","AM","Municipal","rua ibirapitinga antiga av: a","7228/2013","atrasada"
"25417","Creche da Área 31 - Bairro Dom Pedro - Manaus - AM","Manaus","AM","Municipal","rua trugillo (antiga rua tiradentes)","11506/2014","atrasada"
"25429","Creche da Área 48 - Bairro da Cidade Nova - Manaus - AM","Manaus","AM","Municipal","rua elesbão veloso (antiga rua xiv)","8457/2014","atrasada"
"25431","Creche da Área 45 - Bairro de São José Operário","Manaus","AM","Municipal","rua curica (antiga rua curica/ são luiz de gonzaga)","7228/2013","atrasada"
"25435","CRECHE DA ÁREA 53/157 - BAIRRO LAGO AZUL","Manaus","AM","Municipal","rua das águas","7228/2013","atrasada"
"25437","Creche da Área 25 - Bairro da Cidade Nova","Manaus","AM","Municipal","avenida fernão dias paes leme (antiga rua 36)","7228/2013","atrasada"
"25438","Creche da Área 150 - Bairro Colônia Terra Nova","Manaus","AM","Municipal","rua limeira (antiga rua mossoró)","7228/2013","atrasada"
"25448","Creche da Área 42 - Bairro do Tarumã-Açu","Manaus","AM","Municipal","rua peixe cavalo (antiga avenida ayrton senna)","7228/2013","paralisada"
"25451","Creche da Área 10 - Bairro Tarumã","Manaus","AM","Municipal","rua gustavo capanema (antiga rua são tomé)","7228/2013","paralisada"
"27537","Monte das Oliveiras II","Manaus","AM","Estadual","rua alfredo l. c. reis","7928/2015","atrasada"
"27701","Creche da Área 56 - Bairro de Santa Etelvina","Manaus","AM","Municipal","rua dom marcos de noronha (antiga alameda a)","7228/2013","atrasada"
"27714","Creche da Área 93 - Bairro da Colonia Antonio Aleixo","Manaus","AM","Municipal","rua nova república (antiga rua bela vista)","7228/2013","atrasada"
"27715","Creche da Área 94 - Bairro do Zumbi dos Palmares","Manaus","AM","Municipal","rua piratini (antiga rua bom jesus)","7228/2013","atrasada"
"29682","AREA 26 - COMUNIDADE TERRA PRETA","Manaus","AM","Municipal","rua projetada","19602/2014","paralisada"
"29683","AREA 24 - COMUNIDADE TRÊS UNIDOS","Manaus","AM","Municipal","rua projetada","19602/2014","paralisada"
"1010632","Creche da Área 80 - Bairro Nova Cidade - Manaus - AM","Manaus","AM","Municipal","rua arqueteta angélica cruz (antiga rua principal 3)","7703/2013","atrasada"
"1009215","Quadra 10","Mandaguaçu","PR","Municipal","rua joão guerra","7597/2013","atrasada"
"11303","658603 - Construção de Unidades Escolares por meio do Brasil Profissionalizado - Brasil Profissionalizado - Construção - Manga/MG","Manga","MG","Estadual",NA,"658603/2009","sem endereço"
"1066603","CENTRO EDUCACIONAL AMAR - Manhuaçu - MG","Manhuaçu","MG","Municipal","rua projetada s/n","98178/2017","atrasada"
"1081273","PAC 2 CRECHE/PRE-ESCOLA 001","Manhuaçu","MG","Municipal","rua: boa vista","9152/2014","paralisada"
"1081102","Construção de Creche","Manoel Vitorino","BA","Municipal","rua joão costa filho","7184/2013","paralisada"
"20774","703506/10 - CE Prof. Maria Helena Oliveira - Mansidão/BA","Mansidão","BA","Estadual","praça jk","703506/2010","atrasada"
"1005972","Creche do Bairro São Gonçalo","Mansidão","BA","Municipal","av lidio francisco de souza","7185/2013","atrasada"
"17396","700268/11 - Escola de Educação Infantil - Maraã/AM","Maraã","AM","Municipal","avenida perimetral, s/nº","700268/2011","paralisada"
"24285","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Maraã","AM","Municipal","avenida de 25 março","3619/2012","paralisada"
"1006001","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001 - Marabá - PA","Marabá","PA","Municipal","rua a esquina com a rua b","7223/2013","paralisada"
"1009668","Residencial Jardim do Edem - Marabá - PA","Marabá","PA","Municipal","rua 01 - loteamento jardim do edén - morada nova","11578/2014","paralisada"
"1009970","EMEF VILA UNIÃO - Marabá - PA","Marabá","PA","Municipal","rua boa sorte - vila união km 140","22316/2014","paralisada"
"1009973","EMEF HERBERT DE SOUZA - Marabá - PA","Marabá","PA","Municipal","assentamento pa itacaiunas","22316/2014","paralisada"
"1014527","BAIRRO DA PAZ - Marabá - PA","Marabá","PA","Municipal","rua rio de janeiro","9957/2014","paralisada"
"1081213","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Maracanã","PA","Municipal","pa 127 - km 41, c/ trav: cônego são mateus","3677/2012","paralisada"
"25021","RESIDENCIAL MARACANAÚ","Maracanaú","CE","Municipal","av. i","4045/2013","atrasada"
"1001192","MARACANANZINHO","Maracanaú","CE","Municipal","rua f","5022/2013","atrasada"
"1009113","PARQUE TIJUCA","Maracanaú","CE","Municipal","rua são francisco","11680/2014","atrasada"
"20200","Creche da área do Colégio Normal","Maracás","BA","Municipal","rua vicente mariniello","1891/2011","paralisada"
"1018694","Distrito Guaí","Maragogipe","BA","Municipal","br 420","33984/2014","paralisada"
"1018698","SÍTIO TRAQUETE / DISTRITO SEDE","Maragogipe","BA","Municipal","br 420","33986/2014","atrasada"
"1016063","ESCOLA MUNICIPAL JOSE DO CARMO CARVALHO - Marajá do Sena - MA","Marajá do Sena","MA","Municipal","povoado chapada grande","29651/2014","paralisada"
"1010736","PRÓXIMO ESCOLA MÁRIO VALENTIM - Maranguape - CE","Maranguape","CE","Municipal","rua antonio gomes bessa","22418/2014","atrasada"
"1012653","PAC 2 - CRECHE DE ÁREA SECA","Maranguape","CE","Municipal","prolongamento da rua josé maria almeida, s/n","8760/2014","atrasada"
"6732","806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Maranhãozinho/MA","Maranhãozinho","MA","Estadual","rua oswaldo ribeiro","806049/2007","atrasada"
"1017706","TERRENO 12 DE OUTUBRO - Marapanim - PA","Marapanim","PA","Municipal","rua principal","32180/2014","paralisada"
"18985","QUADRA 16","Marcelândia","MT","Municipal","rua colider","159/2011","paralisada"
"3810","700243 - Escola de Educação Infantil - Marcelino Vieira/RN","Marcelino Vieira","RN","Municipal","rua coronel josé marcelino","700243/2008","paralisada"
"1005973","CRECHE PROINFÂNCIA TIPO B - Marcionílio Souza - BA","Marcionílio Souza","BA","Municipal","maria senhora pereira de almeida","7186/2013","paralisada"
"11900","701820 - Esc. Educ. Infantil   Tipo C  - Proinfância - Construção - MARCOLÂNDIA/PI","Marcolândia","PI","Municipal","avenida corinto matos","701820/2010","paralisada"
"1016290","PRAÇA DO CRAS - Marcos Parente - PI","Marcos Parente","PI","Municipal","rua tiradentes","29919/2014","atrasada"
"25492","PAC 2 - CRECHE/PRÉ-ESCOLA  LOTEAMENTO TERRA DA ESPERANÇA","Marechal Deodoro","AL","Municipal","avenida em projeto","3981/2013","paralisada"
"1012560","PAC 2 - CRECHE/PRÉ-ESCOLA  004","Marechal Deodoro","AL","Municipal","rua em projeto","8714/2014","atrasada"
"29583","Sítio Taumatá","Mari","PB","Municipal","sítio taumatá","8340/2014","paralisada"
"25579","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Mariana","MG","Municipal","rua astolino barbosa","2758/2012","atrasada"
"25580","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Mariana","MG","Municipal","rua projetada/ acesso pela rua antônio alves","2758/2012","paralisada"
"11684","702445 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - MARIANÓPOLIS DO TOCANTINS/TO","Marianópolis do Tocantins","TO","Municipal",NA,"702445/2010","atrasada; sem endereço"
"1012825","Santa Paula","Maricá","RJ","Municipal","rua 20 qd:39","8990/2014","atrasada"
"1009359","CRECHE BAIRRO ALTOS PALMITAL - Marília - SP","Marília","SP","Municipal","avenida murilo mendes benincasa","11139/2014","atrasada"
"1021869","(UE) Construção de biblioteca  e  espaço físico do diretório acadêmico no Campus Regional de Goioerê","Maringá","PR","Estadual",NA,"7868232013/2013","sem endereço"
"14327","830252 - Escola de Educação Infantil - Martinópolis/SP","Martinópolis","SP","Municipal","rua nicolau falckemback (travessa g-2)","830252/2007","paralisada"
"24566","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Maruim","SE","Municipal","rua carlos santiago, s/n esquina com a rua hidelbrando luis do rego","3151/2012","paralisada"
"12622","702545/2010 - 01 Esc. Educ. Infantil - Tipo C - Proinfância - Construção - MARZAGÃO/GO","Marzagão","GO","Municipal","avenida orcalino santos","702545/2010","paralisada"
"11796","700121 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - MASCOTE/BA","Mascote","BA","Municipal","avenida acm","700121/2010","paralisada"
"1630","830426 - Escola de Educação Infantil - Mata Verde/MG","Mata Verde","MG","Municipal","rua e","830426/2007","paralisada"
"18943","Proinfância Mateiros","Mateiros","TO","Municipal","av. maranhão qi40","186/2011","paralisada"
"19021","Centro esportivo Bambú","Mathias Lobato","MG","Municipal","rua maria lopes cavalcante","1598/2011","paralisada"
"1003044","MONTE CRISTO - Matinha - MA","Matinha","MA","Municipal","avenida principal","17409/2014","paralisada"
"1006572","SANTA VITÓRIA - Matinha - MA","Matinha","MA","Municipal","rua santa vitória","22595/2014","paralisada"
"1001948","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Matões","MA","Municipal","rua principal","5805/2013","atrasada"
"1016065","Izau gomes - Matões - MA","Matões","MA","Municipal","povoado izau gomes","29654/2014","atrasada"
"1017417","POVOADO CAMPINHO","Matões do Norte","MA","Municipal","rua principal do povoado","29655/2014","atrasada"
"1017419","POV. SERRA","Matões do Norte","MA","Municipal","rua principal do povoado","29655/2014","atrasada"
"1017662","POVOADO SOZINHO - Matões do Norte - MA","Matões do Norte","MA","Municipal","rua principal do povoado","32083/2014","paralisada"
"1017663","E. M. BAIRRO NOVO TEMPO - Matões do Norte - MA","Matões do Norte","MA","Municipal","avenida matões do norte","32089/2014","paralisada"
"1010418","centro educacional professora ana maria de paula","Matos Costa","SC","Municipal","rua sete de setembro","19709/2014","atrasada"
"1739","830437 - Escola de Educação Infantil - Matrinchã/GO","Matrinchã","GO","Municipal","rua jk com estrada córrego do vento","830437/2007","paralisada"
"1006782","BAIRRO UNIAO","Matupá","MT","Municipal","rua 14 h4","7282/2013","atrasada"
"1006223","ESCOLA INFANTIL- BAIRRO SEN. JOSÉ ESTEVES","Maués","AM","Municipal","rua gavião real","7123/2013","atrasada"
"1578","700063 - Escola de Educação Infantil - Mauriti/CE","Mauriti","CE","Municipal","rua padre josé joaci cavalcante esquina com a rua josé adamir pinheiro","700063/2008","paralisada"
"28301","701576/11 - EE Rural - Padrão Estadual - Distrito Buritizinho - Mauriti/CE","Mauriti","CE","Estadual",NA,"701576/2011","atrasada; sem endereço"
"8578","657152 - Esc. Educ. Infantil - Tipo B - MAXARANGUAPE/RN","Maxaranguape","RN","Municipal",NA,"657152/2009","paralisada; sem endereço"
"1003150","EMEF MARECHAL RONDOM - Medicilândia - PA","Medicilândia","PA","Municipal","travessão do km 95 norte","17528/2014","paralisada"
"1009184","Creche Vila Pacal","Medicilândia","PA","Municipal","rua d","7575/2013","atrasada"
"1009669","Creche Centro","Medicilândia","PA","Municipal","avenida alcides fredericci","9058/2014","paralisada"
"1009974","EMEF DOM PEDRO ll - Medicilândia - PA","Medicilândia","PA","Municipal","travessão do km 110 sul","22319/2014","paralisada"
"1009975","PRIMAVERA - Medicilândia - PA","Medicilândia","PA","Municipal","km 75 vicinal sul","22319/2014","paralisada"
"1009976","EMEF Benjamin Constant","Medicilândia","PA","Municipal","travessão do km 85 norte","22319/2014","paralisada"
"1012751","PAC 2 - CRECHE/PRÉ-ESCOLA  004","Melgaço","PA","Municipal","tv. jarbas passarinho","8938/2014","paralisada"
"1081435","ESCOLA NOVA - MELGAÇO","Melgaço","PA","Estadual","rua raimundo anacleto","64482/2015","paralisada"
"1017340","Creche Pública de Mendes Pimentel","Mendes Pimentel","MG","Municipal","rua astolfo silva","10866/2014","atrasada"
"1014641","CRECHE PÃO DE AÇÚCAR ","Meruoca","CE","Municipal","rua antônio celestino lopes","9902/2014","paralisada"
"24585","PAC 2 - CRECHE/PRÉ-ESCOLA  002","Miguel Alves","PI","Municipal","rua 13","3011/2012","paralisada"
"1001866","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Miguel Alves","PI","Municipal","rua principal","6158/2013","atrasada"
"25114","CRECHE TIA KEL","Miguel Calmon","BA","Municipal",NA,"2549/2012","atrasada; sem endereço"
"1011149","Emenda Parlamentar 28810013 - P.M. Miguel Pereira-RJ - Miguel Pereira - RJ","Miguel Pereira","RJ","Municipal",NA,"","sem endereço"
"1016031","TABOQUINHA","Milagres","CE","Municipal","sitio taboquinha","30193/2014","paralisada"
"1015353","E. M. do Povoado Placa dos Tucuns - Milagres do Maranhão - MA","Milagres do Maranhão","MA","Municipal","rua projetada","29656/2014","atrasada"
"17478","700141/11 - E Padrão Estado 8 salas - Carnaubinha - Milhã/CE","Milhã","CE","Municipal",NA,"700141/2011","paralisada; sem endereço"
"20266","CRECHE PROFESSORA NEUSA PARDINHO","Minaçu","GO","Municipal","rua itaipu","1952/2011","paralisada"
"1013770","COMUNIDADE QUILOMBOLA - Minaçu - GO","Minaçu","GO","Municipal","praça benjamim tavares","32045/2014","paralisada"
"1021851","(UE) Construção da primeira etapa do bloco de salas de aula de Ciências Jurídicas","Mineiros","GO","Estadual",NA,"","sem endereço"
"24893","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Miracema do Tocantins","TO","Municipal","av. zeca pereira vila maria","3157/2012","paralisada"
"11909","701986/2010 - Esc. Educ. Infantil Tipo C  - MIRADOR/PR","Mirador","PR","Municipal",NA,"701986/2010","atrasada; sem endereço"
"1020855","700222 / 2008 Construção - Padrão SEDUC/CE - 08 salas","Miraíma","CE","Estadual","rua 1° de maio","","atrasada"
"11862","700076 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - MIRANDA/MS","Miranda","MS","Municipal","rua amazonas","700076/2010","paralisada"
"17681","700156/11 - E Educativo Urbano - Cachoeirinha - Miranda/MS","Miranda","MS","Municipal",NA,"700156/2011","paralisada; sem endereço"
"17683","700156/11 - E Educativo Urbano - Moreira - Miranda/MS","Miranda","MS","Municipal",NA,"700156/2011","paralisada; sem endereço"
"1015405","COMUNIDADE QUILOMBOLA QUEIMADAS - Mirandiba - PE","Mirandiba","PE","Municipal","fazenda queimadas","29863/2014","paralisada"
"1015407","COMUNIDADE DO FEIJÃO - Mirandiba - PE","Mirandiba","PE","Municipal","fazenda feijão","29863/2014","paralisada"
"6429","806068 - EE Sales Pereira Martins - Miranorte/TO","Miranorte","TO","Estadual",NA,"806068/2007","paralisada; sem endereço"
"24881","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Miranorte","TO","Municipal","rua 18, esq. com rua 05","3156/2012","paralisada"
"1002004","PAC 2 - CRECHE/PRÉ-ESCOLA  001","Mirassol d'Oeste","MT","Municipal","quadra nº 83","5370/2014","atrasada"
"1010568","BAIRRO DO ALEGRE - Mirinzal - MA","Mirinzal","MA","Municipal","rua betel","22605/2014","paralisada"
"28302","700337/11 - Espaço Educativo Urbano - Bairro Antônio Luiz Tavares - Missão Velha/CE","Missão Velha","CE","Municipal",NA,"700337/2011","paralisada; sem endereço"
