"","nome","responsabilidade","municipio","uf","logradouro","termo_convenio","data_de_entrega","pagamento_total","valor_pacutado","problema_encontrado"
"2849","Creche Pró-Infância - Loteamento Jardim 2000","Municipal","Itápolis","SP","rua topázio","9065/2014",NA,"0","2365944","não iniciada"
"2850","Creche Jardim Aeroporto - Itu - SP","Municipal","Itu","SP","rua professor alfredo gomes","9044/2014",NA,"0","1004323","não iniciada"
"2851","Santa Maria","Municipal","Lins","SP","avenida manoel lopes lagoeiro","11725/2014",NA,"0","3012469","não iniciada"
"2852","CRECHE BAIRRO ALTOS PALMITAL - Marília - SP","Municipal","Marília","SP","avenida murilo mendes benincasa","11139/2014","2015-01-03","0","1829671","não iniciada / já devia ter sido entregue"
"2853","São Domingos","Municipal","Mococa","SP","rua josé ferraz siqueira","9873/2014",NA,"0","2365944","não iniciada"
"2854","Creche Nelson Niero","Municipal","Mococa","SP","rua milton gonçalves dias","9873/2014",NA,"0","1551162","não iniciada"
"2855","PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Pirassununga - SP","Municipal","Pirassununga","SP","rua estado de israel","11706/2014",NA,"0","1007128","não iniciada"
"2856","Filgueiras","Municipal","Juiz de Fora","MG","avenida orlando riani","11722/2014",NA,"0","1436083","não iniciada"
"2857","Grotão","Municipal","Juiz de Fora","MG","rua baependi","11722/2014",NA,"0","1436083","não iniciada"
"2858","PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Nossa Senhora das Dores - SE","Municipal","Nossa Senhora das Dores","SE","rua d","9062/2014","2018-03-15","818196","1643379","paralisada / já devia ter sido entregue"
"2859","São Jacinto - Teófilo Otoni - MG","Municipal","Teófilo Otoni","MG","rua adalberto hollerbach","9201/2014",NA,"0","1858719","não iniciada"
"2860","JARDIM NUNES","Municipal","São José do Rio Preto","SP","rua renato pereira campos","11658/2014",NA,"0","2365944","não iniciada"
"2861","EMEI JARDIM BELÉM - Suzano - SP","Municipal","Suzano","SP","rua valdir dicieri","11698/2014",NA,"0","1819942","não iniciada"
"2862","PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001 - Suzano - SP","Municipal","Suzano","SP","rua nidinalva souza brito","11698/2014",NA,"0","1810194","não iniciada"
"2863","9-Povoado-Marinho - Bequimão - MA","Municipal","Bequimão","MA","rua da escola nova","22451/2014","2015-04-24","230922","1125639","em andamento / já devia ter sido entregue"
"2864","Morada Nova - Bernardo do Mearim - MA","Municipal","Bernardo do Mearim","MA","bernardo do mearim","22452/2014","2018-08-27","58005","282749","em andamento / já devia ter sido entregue"
